order_id,order_num,date,total,promo_code,shipping_method,article_quantity,article_title,article_sku,origin
928542,9832,2023-02-24,2.002.500.000,None,Neuquén,1,Champu Antioxidante x400 ml,216,PWA_DESKTOP
928542,9832,2023-02-24,2.002.500.000,None,Neuquén,1,BALSAM ROSA MOSQUETA ORGÁNICO x 255 ml,212,PWA_DESKTOP
928542,9832,2023-02-24,2.002.500.000,None,Neuquén,1,Nutri-Balsam x800 ml,259,PWA_DESKTOP
928542,9832,2023-02-24,2.002.500.000,None,Neuquén,1,Balsam Phytoplus Con Aceite de Jojoba x400 ml,78,PWA_DESKTOP
928165,9827,2023-02-24,449.385.000,san valentin,Escobar,3,Tono Sobre Tono,1,PWA_DESKTOP
925229,9793,2023-02-22,1.095.925.000,san valentin,Caba,3,Champu Phytoplus Algas Marinas x800 ml,467,PWA_MOBILE
925229,9793,2023-02-22,1.095.925.000,None,Caba,2,Balsam Vitaminado x800 ml,392,PWA_MOBILE
924464,9784,2023-02-21,1.229.785.000,san valentin,Mar del Plata,1,Champú con Cafeina x295 ml,437,PWA_DESKTOP
924464,9784,2023-02-21,1.229.785.000,None,Mar del Plata,1,Balsam Con Cafeina x295 ml,439,PWA_DESKTOP
924464,9784,2023-02-21,1.229.785.000,None,Mar del Plata,1,Shampoo Ultra Brillo x255 ml,196,PWA_DESKTOP
924464,9784,2023-02-21,1.229.785.000,None,Mar del Plata,1,Balsam Ultra Brillo x255 ml,198,PWA_DESKTOP
924464,9784,2023-02-21,1.229.785.000,None,Mar del Plata,1,Champu Restaurador Nº1 x295 ml,620,PWA_DESKTOP
924464,9784,2023-02-21,1.229.785.000,None,Mar del Plata,1,Balsam Acondicionador Con Acido Hialuronico Nº1 x295 ml,621,PWA_DESKTOP
924464,9784,2023-02-21,1.229.785.000,None,Mar del Plata,1,Shampoo 1044 x400 ml,182,PWA_DESKTOP
924464,9784,2023-02-21,1.229.785.000,None,Mar del Plata,1,Balsam Vitaminado x400 ml,91,PWA_DESKTOP
923467,9777,2023-02-20,568.100.000,None,Caba,3,Sistema De Coloracion Anti-Age,100,PWA_DESKTOP
923373,9770,2023-02-20,550.565.000,san valentin,Caba,2,Shock De Keratina Oro y Caviar x20ml,759,PWA_MOBILE
923373,9770,2023-02-20,550.565.000,None,Caba,1,Balsam Vitaminado x200 ml,90,PWA_MOBILE
923373,9770,2023-02-20,550.565.000,None,Caba,1,Champu Bioxidil® x250 ml,260,PWA_MOBILE
922953,9760,2023-02-19,108.200.000,Canje La Nacion # 5.000-12,San Isidro,1,Recuperador Capilar Pro Vitamina B5 x500 ml,24,PWA_MOBILE
922953,9760,2023-02-19,108.200.000,None,San Isidro,1,Óleo De Argan x60 ml,499,PWA_MOBILE
921693,9740,2023-02-18,720.800.000,None,Pilar,2,Coloracion Biocolor 0% Amoniaco,13,PWA_DESKTOP
921693,9740,2023-02-18,720.800.000,None,Pilar,2,Coloracion Biocolor 0% Amoniaco,13,PWA_DESKTOP
921416,9734,2023-02-18,365.400.000,None,Pilar,2,Tono Sobre Tono,1,PWA_DESKTOP
921282,9725,2023-02-17,939.850.000,san valentin,Mar del Plata,1,Champu Restaurador Nº1 x295 ml,620,PWA_MOBILE
921282,9725,2023-02-17,939.850.000,None,Mar del Plata,2,Balsam Acondicionador Con Acido Hialuronico Nº1 x295 ml,621,PWA_MOBILE
921282,9725,2023-02-17,939.850.000,None,Mar del Plata,1,Balsam Phytoplus Con Aceite de Jojoba x400 ml,78,PWA_MOBILE
921282,9725,2023-02-17,939.850.000,None,Mar del Plata,1,Champu Phytoplus Con  Aceite de Jojoba x400 ml,75,PWA_MOBILE
921282,9725,2023-02-17,939.850.000,None,Mar del Plata,1,Shampoo Super Especial 1053 x200 ml,59,PWA_MOBILE
921282,9725,2023-02-17,939.850.000,None,Mar del Plata,2,Champu Anti Amarillo x20 ml,608,PWA_MOBILE
921282,9725,2023-02-17,939.850.000,None,Mar del Plata,1,Tratamiento de Reconstruccion Coon Oro y  Caviar x15 gr,457,PWA_MOBILE
920989,9719,2023-02-17,1.265.900.000,None,La Matanza,2,Champu Libre de Gluten x180 gr,610,PWA_DESKTOP
920989,9719,2023-02-17,1.265.900.000,None,La Matanza,2,Balsam Libre de Gluten x180 ml,612,PWA_DESKTOP
920989,9719,2023-02-17,1.265.900.000,None,La Matanza,2,Jabon Liquido Libre De Gluten x200 ml,337,PWA_DESKTOP
920989,9719,2023-02-17,1.265.900.000,None,La Matanza,1,Óleo De Argan x60 ml,499,PWA_DESKTOP
920086,9714,2023-02-16,115.800.000,Canje La Nacion # 5.000-63,San Isidro,1,Óleo De Argan x60 ml,499,PWA_DESKTOP
920086,9714,2023-02-16,115.800.000,None,San Isidro,2,Ampolla 055 Con Oleo de Semillas de Lino x20 ml,755,PWA_DESKTOP
920086,9714,2023-02-16,115.800.000,None,San Isidro,1,Shock De Keratina Oro y Caviar x20ml,759,PWA_DESKTOP
920066,9712,2023-02-16,79.400.000,Canje La Nacion # 5.000-64,San Isidro,1,Mascara Ultra Brillo x 150,702,PWA_DESKTOP
920066,9712,2023-02-16,79.400.000,None,San Isidro,1,Protector Termico x250 ml,830,PWA_DESKTOP
920066,9712,2023-02-16,79.400.000,None,San Isidro,1,Tratamiento Instantaneo Anti-Frizz  Pro Vitamina B5 x155ml,786,PWA_DESKTOP
919632,9703,2023-02-16,891.000.000,None,Caba,3,Champu Eco Certificado Con Extracto de Oliva x300 ml,485,PWA_MOBILE
919632,9703,2023-02-16,891.000.000,None,Caba,2,Balsam Eco Certificado Con Extracto de Oliva x300 ml,487,PWA_MOBILE
918845,9692,2023-02-15,746.900.000,None,Caba,3,Champu Anti-Quiebre x250 ml,386,PWA_MOBILE
918730,9689,2023-02-15,726.600.000,None,Gral. Rodríguez,1,Protector Termico x250 ml,830,PWA_MOBILE
918730,9689,2023-02-15,726.600.000,None,Gral. Rodríguez,1,Spray Para Peinar Ultra Brillo x150 ml,201,PWA_MOBILE
918730,9689,2023-02-15,726.600.000,None,Gral. Rodríguez,1,Spray Acondicionador Vitaminado x200 ml,497,PWA_MOBILE
918730,9689,2023-02-15,726.600.000,None,Gral. Rodríguez,1,Tratamiento Instantaneo Anti-Frizz  Pro Vitamina B5 x155ml,786,PWA_MOBILE
918651,9688,2023-02-15,541.200.000,None,Malvinas Argentinas,1,Champu Seco x170 ml,244,PWA_DESKTOP
918651,9688,2023-02-15,541.200.000,None,Malvinas Argentinas,1,Shampoo 1044 x400 ml,182,PWA_DESKTOP
918651,9688,2023-02-15,541.200.000,None,Malvinas Argentinas,1,Balsam Vitaminado x400 ml,91,PWA_DESKTOP
917778,9680,2023-02-15,315.400.000,None,Caba,1,Champu Anticloro x250 ml,99,PWA_DESKTOP
917778,9680,2023-02-15,315.400.000,None,Caba,1,Champu Phytoplus Aloe Vera x200 ml,112,PWA_DESKTOP
917744,9677,2023-02-14,526.600.000,None,Santa Fe,1,Ampolla Bioxidil ® x10 ml,762,PWA_MOBILE
917744,9677,2023-02-14,526.600.000,None,Santa Fe,1,Balsam Ortiga y Quinina x295 ml,322,PWA_MOBILE
917744,9677,2023-02-14,526.600.000,None,Santa Fe,1,Balsam Con Cafeina x295 ml,439,PWA_MOBILE
917598,9672,2023-02-14,202.900.000,None,Caba,1,Champu Anticloro x250 ml,99,PWA_DESKTOP
916335,9654,2023-02-13,70.400.000,Canje La Nacion # 5.000-67,Vicente López,2,Capsula Glycoceramidas + Multivitaminas x2 ml,415,PWA_DESKTOP
916335,9654,2023-02-13,70.400.000,None,Vicente López,1,Champu Sellador Del Color x400 ml,402,PWA_DESKTOP
916335,9654,2023-02-13,70.400.000,None,Vicente López,1,Balsam Sellador del Color x400 g,407,PWA_DESKTOP
913647,9609,2023-02-10,1.085.000.000,None,Tierra del Fuego,1,Coloracion Permanente Ultrahidratante,11,PWA_MOBILE
913647,9609,2023-02-10,1.085.000.000,None,Tierra del Fuego,1,Champú Anti Naranja x 295ml,646,PWA_MOBILE
913647,9609,2023-02-10,1.085.000.000,None,Tierra del Fuego,1,Champu Phytoplus Aloe Vera x400 ml,113,PWA_MOBILE
913647,9609,2023-02-10,1.085.000.000,None,Tierra del Fuego,3,Ampolla 055 Con Oleo de Semillas de Lino x20 ml,755,PWA_MOBILE
913647,9609,2023-02-10,1.085.000.000,None,Tierra del Fuego,1,Keratina Liquida + Glycoceramidas x100 ml,180,PWA_MOBILE
912249,9602,2023-02-09,730.600.000,None,Comodoro Rivadavia,2,Balsam Con Cafeina x295 ml,439,PWA_DESKTOP
912249,9602,2023-02-09,730.600.000,None,Comodoro Rivadavia,1,Shampoo 1007 Gel Potencializado x800 ml,379,PWA_DESKTOP
911128,9594,2023-02-08,96.000.000,Canje La Nacion # 4.000-88,Caba,1,Ampolla Bioxidil ® x10 ml,762,PWA_DESKTOP
911128,9594,2023-02-08,96.000.000,None,Caba,1,Balsam Vitaminado x400 ml,91,PWA_DESKTOP
911128,9594,2023-02-08,96.000.000,None,Caba,1,Keratina Liquida + Glycoceramidas x100 ml,180,PWA_DESKTOP
910951,9592,2023-02-08,255.800.000,Canje La Nacion # 5.000-65,Caba,1,Shampoo 1007 x400ml,63,PWA_DESKTOP
910951,9592,2023-02-08,255.800.000,None,Caba,1,Ampolla 1007 Potencializado x20 ml,737,PWA_DESKTOP
910951,9592,2023-02-08,255.800.000,None,Caba,1,Óleo De Argan x 10 ml,298,PWA_DESKTOP
910951,9592,2023-02-08,255.800.000,None,Caba,1,Óleo De Argan x60 ml,499,PWA_DESKTOP
910951,9592,2023-02-08,255.800.000,None,Caba,1,Baño De Crema Anti-Quiebre x115 gr,390,PWA_DESKTOP
910685,9589,2023-02-08,68.100.000,Canje La Nacion # 4.000-89,Caba,1,Spray Para Peinar Ultra Brillo x150 ml,201,PWA_DESKTOP
910685,9589,2023-02-08,68.100.000,None,Caba,1,Champu P+T Para la Caspa y  Caida con Octopirox® Y Eucaliptus® x 300 ml.,730,PWA_DESKTOP
910665,9588,2023-02-08,123.000.000,Canje La Nacion # 5.000-66,Vicente López,1,Champú con Cafeina x295 ml,437,PWA_DESKTOP
910665,9588,2023-02-08,123.000.000,None,Vicente López,1,Champu Ortiga y Quinina x295 ml,320,PWA_DESKTOP
910665,9588,2023-02-08,123.000.000,None,Vicente López,1,Shampoo 1007 Gel Potencializado x800 ml,379,PWA_DESKTOP
909851,9578,2023-02-07,496.200.000,None,Santa Cruz,1,Nutri-Serum x30 ml,827,PWA_DESKTOP
909058,9576,2023-02-07,1.104.000.000,None,Rafaela,5,Spray Anti-Humedad x200 ml,46,PWA_MOBILE
908342,9572,2023-02-06,599.600.000,None,Santiago del Estero,3,Cera Capilar Brillo Metalico x95 ml,156,PWA_MOBILE
908293,9571,2023-02-06,764.060.000,Diagnostico en Mayuscula,Caba,2,Shampoo Ultra Brillo x255 ml,196,PWA_MOBILE
908293,9571,2023-02-06,764.060.000,None,Caba,2,Balsam Ultra Brillo x255 ml,198,PWA_MOBILE
907331,9548,2023-02-05,362.600.000,None,Mendoza,1,Balsam Phytoplus Moringa y Keratina x200 ml,473,PWA_MOBILE
907331,9548,2023-02-05,362.600.000,None,Mendoza,1,Balsam Phytoplus Algas Marinas x200 ml,68,PWA_MOBILE
906739,9542,2023-02-04,1.130.700.000,None,Caba,1,Óleo De Argan x30 ml,498,PWA_MOBILE
906739,9542,2023-02-04,1.130.700.000,None,Caba,1,Óleo De Argan x 10 ml,298,PWA_MOBILE
906739,9542,2023-02-04,1.130.700.000,None,Caba,1,Champu p/Cabellos  c/Tratamiento De Alisados  x295 ml.,448,PWA_MOBILE
906739,9542,2023-02-04,1.130.700.000,None,Caba,1,Balsam p/ Cabellos c/ Tratamiento de Alisados x295 ml,450,PWA_MOBILE
906739,9542,2023-02-04,1.130.700.000,None,Caba,1,Champu Restaurador Nº1 x295 ml,620,PWA_MOBILE
906739,9542,2023-02-04,1.130.700.000,None,Caba,1,Balsam Acondicionador Con Acido Hialuronico Nº1 x295 ml,621,PWA_MOBILE
906448,9538,2023-02-04,364.200.000,None,"Retiro en Tienda, Roseti 951CABA",1,Champu Phytoplus Con  Semilla De Lino x400 ml,235,PWA_DESKTOP
906448,9538,2023-02-04,364.200.000,None,"Retiro en Tienda, Roseti 951CABA",1,Balsam Phytoplus Semillas de Lino x 400 ml,238,PWA_DESKTOP
905423,9532,2023-02-03,1.005.000.000,None,Santa Rosa,1,Champu Phytoplus Con  Semilla De Lino x400 ml,235,PWA_MOBILE
905423,9532,2023-02-03,1.005.000.000,None,Santa Rosa,1,Cristales Liquidos x22 ml,245,PWA_MOBILE
905423,9532,2023-02-03,1.005.000.000,None,Santa Rosa,2,Tratamiento de Reconstruccion Coon Oro y  Caviar x15 gr,457,PWA_MOBILE
905423,9532,2023-02-03,1.005.000.000,None,Santa Rosa,1,Champu Phytoplus Algas Marinas x800 ml,467,PWA_MOBILE
902904,9506,2023-02-01,714.500.000,None,Florencio Varela,1,Ampolla 022 Con Ácido Hialuronico y Vitamina C x20 ml,722,PWA_DESKTOP
902904,9506,2023-02-01,714.500.000,None,Florencio Varela,1,Ampolla 055 Con Oleo de Semillas de Lino x20 ml,755,PWA_DESKTOP
902904,9506,2023-02-01,714.500.000,None,Florencio Varela,1,Ampolla 011 Rosa Mosqueta y Aminoacidos x20 ml,711,PWA_DESKTOP
902904,9506,2023-02-01,714.500.000,None,Florencio Varela,1,Balsam Phytoplus Semillas de Lino x 400 ml,238,PWA_DESKTOP
902904,9506,2023-02-01,714.500.000,None,Florencio Varela,1,Crema Para Peinar Ultra Brillo x270 gr,199,PWA_DESKTOP
902250,9503,2023-02-01,138.200.000,None,Vicente López,1,Nutri-Balsam x200 ml,55,PWA_MOBILE
902244,9502,2023-02-01,2.413.900.000,None,Vicente López,1,Protector Termico x250 ml,830,PWA_MOBILE
902244,9502,2023-02-01,2.413.900.000,None,Vicente López,2,Mascara Tratamiento p/Cabellos Alisados x150 ml,455,PWA_MOBILE
902244,9502,2023-02-01,2.413.900.000,None,Vicente López,1,Mascara Rosa Mosqueta Organica x150 ml,213,PWA_MOBILE
902244,9502,2023-02-01,2.413.900.000,None,Vicente López,2,Ampolla 011 Rosa Mosqueta y Aminoacidos x20 ml,711,PWA_MOBILE
902244,9502,2023-02-01,2.413.900.000,None,Vicente López,1,Mascara Baño de Crema Con Aceite de Jojoba x150 ml,780,PWA_MOBILE
902244,9502,2023-02-01,2.413.900.000,None,Vicente López,1,Nutri-Balsam x200 ml,55,PWA_MOBILE
902244,9502,2023-02-01,2.413.900.000,None,Vicente López,2,Champu p/Cabellos  c/Tratamiento De Alisados  x295 ml.,448,PWA_MOBILE
902244,9502,2023-02-01,2.413.900.000,None,Vicente López,1,Balsam p/ Cabellos c/ Tratamiento de Alisados x295 ml,450,PWA_MOBILE
902244,9502,2023-02-01,2.413.900.000,None,Vicente López,1,Sray Para Peinar Ultra Brillo x150 ml,201,PWA_MOBILE
902244,9502,2023-02-01,2.413.900.000,None,Vicente López,2,Ampolla 055 Con Oleo de Semillas de Lino x20 ml,755,PWA_MOBILE
902207,9501,2023-02-01,728.300.000,None,3 de Febrero,1,Baño De Crema Biocolor Express x115 ml,297,PWA_MOBILE
902207,9501,2023-02-01,728.300.000,None,3 de Febrero,1,Champu P+T Para La Recuperacion Capilar x300 ml.,727,PWA_MOBILE
902207,9501,2023-02-01,728.300.000,None,3 de Febrero,1,Balsam Ortiga y Quinina x295 ml,322,PWA_MOBILE
902207,9501,2023-02-01,728.300.000,None,3 de Febrero,1,Champu Proteccion Del Color x400 ml,248,PWA_MOBILE
902122,9497,2023-01-31,473.000.000,None,Caba,3,Sray Para Peinar Ultra Brillo x150 ml,201,PWA_DESKTOP
901546,9488,2023-01-31,1.028.800.000,None,Lomas de Zamora,7,Ampolla 1007 x20 ml,707,PWA_DESKTOP
901546,9488,2023-01-31,1.028.800.000,None,Lomas de Zamora,2,Champu Phytoplus Manzanilla x400 ml,48,PWA_DESKTOP
900855,9483,2023-01-30,388.200.000,None,Caba,1,Champu Anti Amarillo x295 ml,607,PWA_DESKTOP
900855,9483,2023-01-30,388.200.000,None,Caba,1,Balsam Phytoplus Aloe Vera x400 ml,115,PWA_DESKTOP
900426,9471,2023-01-30,434.900.000,None,San Isidro,1,Balsam Phytoplus Moringa y Keratina x400 ml,474,PWA_DESKTOP
900426,9471,2023-01-30,434.900.000,None,San Isidro,1,Champu Phytoplus Moringa y Keratina x400 ml,472,PWA_DESKTOP
896711,9445,2023-01-26,1.280.500.000,None,Caba,3,Champu Phytoplus Algas Marinas x800 ml,467,PWA_MOBILE
896711,9445,2023-01-26,1.280.500.000,None,Caba,2,Balsam Vitaminado x800 ml,392,PWA_MOBILE
895004,9428,2023-01-25,152.700.000,None,"Retiro en Tienda, Roseti 951CABA",1,Tono Sobre Tono,1,PWA_DESKTOP
894670,9425,2023-01-25,2.788.200.000,None,"Retiro en Tienda, Roseti 951CABA",2,Champu Bioxidil® x250 ml,260,PWA_MOBILE
894670,9425,2023-01-25,2.788.200.000,None,"Retiro en Tienda, Roseti 951CABA",3,Locion Bioxidil® x100 ml,763,PWA_MOBILE
894670,9425,2023-01-25,2.788.200.000,None,"Retiro en Tienda, Roseti 951CABA",9,Ampolla Bioxidil ® x10 ml,762,PWA_MOBILE
894066,9421,2023-01-24,394.100.000,None,Caba,1,Pantalla Capilar Con Filtro Solar x155ml.,807,PWA_MOBILE
894066,9421,2023-01-24,394.100.000,None,Caba,1,Óleo De Argan x30 ml,498,PWA_MOBILE
893734,9414,2023-01-24,545.400.000,None,Caba,1,Champu Phytoplus Algas Marinas x800 ml,467,PWA_MOBILE
893734,9414,2023-01-24,545.400.000,None,Caba,1,Balsam Phytoplus Algas Marinas x800 ml,470,PWA_MOBILE
893373,9413,2023-01-24,1.006.000.000,None,Comodoro Rivadavia,4,Ampolla P+T x20 ml,728,PWA_DESKTOP
893373,9413,2023-01-24,1.006.000.000,None,Comodoro Rivadavia,4,Ampolla Bioxidil ® x10 ml,762,PWA_DESKTOP
893357,9409,2023-01-24,446.000.000,None,Esteban Echeverria,1,Locion Bioxidil® x100 ml,763,PWA_MOBILE
893061,9405,2023-01-23,280.100.000,None,Caba,1,Champu Hidratacion Intensa x400 ml,272,PWA_DESKTOP
892601,9400,2023-01-23,413.000.000,None,"Retiro en Tienda, Roseti 951CABA",1,Puro Henna Natural Cereza x80 gr,617,PWA_DESKTOP
890714,9389,2023-01-21,229.500.000,None,Almirante Brown,1,Champu Anti Amarillo x295 ml,607,PWA_DESKTOP
886715,9365,2023-01-17,252.600.000,None,Caba,1,Ampolla 055 Con Oleo de Semillas de Lino x20 ml,755,PWA_MOBILE
886715,9365,2023-01-17,252.600.000,None,Caba,1,Ampolla 011 Rosa Mosqueta y Aminoacidos x20 ml,711,PWA_MOBILE
884894,9347,2023-01-15,516.000.000,None,Caba,3,Ampolla 1007 Potencializado x20 ml,737,PWA_DESKTOP
884894,9347,2023-01-15,516.000.000,None,Caba,1,Champu P+T Para La Recuperacion Capilar x300 ml.,727,PWA_DESKTOP
883602,9332,2023-01-14,482.900.000,None,Tierra del Fuego,1,Spray Acondicionador Vitaminado x200 ml,497,PWA_MOBILE
883602,9332,2023-01-14,482.900.000,None,Tierra del Fuego,1,Champu Seco x170 ml,244,PWA_MOBILE
883575,9330,2023-01-13,1.569.700.000,None,Tucuman,2,Locion Bioxidil® x100 ml,763,PWA_MOBILE
883575,9330,2023-01-13,1.569.700.000,None,Tucuman,3,Ampolla Bioxidil ® x10 ml,762,PWA_MOBILE
883575,9330,2023-01-13,1.569.700.000,None,Tucuman,1,Champu Bioxidil® x250 ml,260,PWA_MOBILE
882424,9322,2023-01-12,212.200.000,None,Quilmes,1,Protector Termico x250 ml,830,PWA_MOBILE
881496,9310,2023-01-11,879.700.000,None,Almirante Brown,1,Desenredante Para Niños x250 ml,121,PWA_DESKTOP
881496,9310,2023-01-11,879.700.000,None,Almirante Brown,1,Sray Para Peinar Ultra Brillo x150 ml,201,PWA_DESKTOP
881496,9310,2023-01-11,879.700.000,None,Almirante Brown,1,Champu Para Niños x250 ml,119,PWA_DESKTOP
881496,9310,2023-01-11,879.700.000,None,Almirante Brown,1,Balsam Eco Certificado Con Extracto de Oliva x300 ml,487,PWA_DESKTOP
881496,9310,2023-01-11,879.700.000,None,Almirante Brown,1,Champu Eco Certificado Con Extracto de Oliva x300 ml,485,PWA_DESKTOP
880579,9298,2023-01-10,994.300.000,None,Misiones,2,Shampoo 1007 x400ml,63,PWA_MOBILE
880579,9298,2023-01-10,994.300.000,None,Misiones,5,Ampolla 1007 x20 ml,707,PWA_MOBILE
880385,9288,2023-01-10,445.600.000,None,"Retiro en Tienda, Roseti 951CABA",1,Protector Termico x250 ml,830,PWA_DESKTOP
880385,9288,2023-01-10,445.600.000,None,"Retiro en Tienda, Roseti 951CABA",1,Nutri-Serum x30 ml,827,PWA_DESKTOP
880343,9287,2023-01-10,340.000.000,None,Caba,2,CHAMPÚ SECO x 170 ml,244,PWA_DESKTOP
879823,9282,2023-01-09,315.900.000,None,San Fernando,1,Balsam Vitaminado x800 ml,392,PWA_DESKTOP
879820,9281,2023-01-09,382.600.000,None,Caba,1,CHAMPÚ P+T PARA LA RECUPERACIÓN CAPILAR X 300 ml.,727,PWA_MOBILE
879820,9281,2023-01-09,382.600.000,None,Caba,1,Pantalla Capilar Con Filtro Solar x155ml.,807,PWA_MOBILE
879776,9278,2023-01-09,989.600.000,None,Salta,1,Champú Anti Naranja x 295ml,646,PWA_DESKTOP
879776,9278,2023-01-09,989.600.000,None,Salta,1,CHAMPÚ SECO x 170 ml,244,PWA_DESKTOP
879776,9278,2023-01-09,989.600.000,None,Salta,1,Mascara Baño de Crema Con Aceite de Jojoba x150 ml,780,PWA_DESKTOP
879776,9278,2023-01-09,989.600.000,None,Salta,1,CHAMPÚ PHYTOPLUS CÍTRICO x 400 ml,383,PWA_DESKTOP
879776,9278,2023-01-09,989.600.000,None,Salta,1,SHAMPOO 1044 x 400 ml,182,PWA_DESKTOP
879682,9276,2023-01-09,193.700.000,None,"Retiro en Tienda, Roseti 951CABA",1,CHAMPÚ BIFERMIX x 400 ml,145,PWA_MOBILE
879558,9273,2023-01-09,1.906.000.000,None,"Retiro en Tienda, Roseti 951CABA",2,CHAMPÚ SECO x 170 ml,244,PWA_DESKTOP
879558,9273,2023-01-09,1.906.000.000,None,"Retiro en Tienda, Roseti 951CABA",4,CHAMPÚ BIFERMIX x 400 ml,145,PWA_DESKTOP
879558,9273,2023-01-09,1.906.000.000,None,"Retiro en Tienda, Roseti 951CABA",1,Champu Phytoplus Algas Marinas x800 ml,467,PWA_DESKTOP
879558,9273,2023-01-09,1.906.000.000,None,"Retiro en Tienda, Roseti 951CABA",3,SHAMPOO 1044 x 400 ml,182,PWA_DESKTOP
879558,9273,2023-01-09,1.906.000.000,None,"Retiro en Tienda, Roseti 951CABA",2,Tratamiento Capilar Con Aceite de Palta Nº 3 x 20 gr,438,PWA_DESKTOP
879412,9272,2023-01-09,2.502.300.000,None,Lanus,1,AMPOLLA BIOXIDIL® x 10 ml,762,PWA_MOBILE
879412,9272,2023-01-09,2.502.300.000,None,Lanus,1,Baño De Crema Con Cafeina x125 gr,441,PWA_MOBILE
879412,9272,2023-01-09,2.502.300.000,None,Lanus,1,AMPOLLA 1007 POTENCIALIZADO x 20 ml,737,PWA_MOBILE
879412,9272,2023-01-09,2.502.300.000,None,Lanus,1,CHAMPÚ BIOXIDIL® x 250 ml,260,PWA_MOBILE
879412,9272,2023-01-09,2.502.300.000,None,Lanus,1,Champu Antifrizz Nº2 x295 ml,622,PWA_MOBILE
879412,9272,2023-01-09,2.502.300.000,None,Lanus,1,Pantalla Capilar Con Filtro Solar x155ml.,807,PWA_MOBILE
879412,9272,2023-01-09,2.502.300.000,None,Lanus,1,CHAMPÚ ALTA PUREZA x 255 ml,202,PWA_MOBILE
879412,9272,2023-01-09,2.502.300.000,None,Lanus,2,LOCIÓN BIOXIDIL® x 100 ml,763,PWA_MOBILE
879412,9272,2023-01-09,2.502.300.000,None,Lanus,3,Ampolla 022 Con Ácido Hialuronico y Vitamina C x20 ml,722,PWA_MOBILE
879412,9272,2023-01-09,2.502.300.000,None,Lanus,1,CREMA PARA PEINAR ULTRA BRILLO x 270 gr,199,PWA_MOBILE
879412,9272,2023-01-09,2.502.300.000,None,Lanus,1,CHAMPÚ RESTAURADOR Nº1 x 295 ml,620,PWA_MOBILE
879412,9272,2023-01-09,2.502.300.000,None,Lanus,1,Balsam Acondicionador Con Acido Hialuronico Nº1 x295 ml,621,PWA_MOBILE
878594,9259,2023-01-08,882.300.000,None,La Plata,1,Recuperador Balsamico Pro Vitamina B5 x200 ml,20,PWA_MOBILE
878594,9259,2023-01-08,882.300.000,None,La Plata,1,Mousse Fijadora x240 ml,138,PWA_MOBILE
878594,9259,2023-01-08,882.300.000,None,La Plata,1,SPRAY PARA PEINAR REESTRUCTURANTE CON ORO Y CAVIAR x 150 ml,458,PWA_MOBILE
878594,9259,2023-01-08,882.300.000,None,La Plata,3,Coloracion Biocolor Mascara Nutriprotectora,12,PWA_MOBILE
878512,9258,2023-01-08,616.100.000,None,Bahía Blanca,2,Ampolla 022 Con Ácido Hialuronico y Vitamina C x20 ml,722,PWA_MOBILE
878512,9258,2023-01-08,616.100.000,None,Bahía Blanca,1,Tratamiento Instantaneo Anti-Frizz  Pro Vitamina B5 x155ml,786,PWA_MOBILE
878512,9258,2023-01-08,616.100.000,None,Bahía Blanca,1,KERATINA LÍQUIDA + GLYCOCERAMIDAS x 100 ml,180,PWA_MOBILE
876954,9219,2023-01-06,69.800.000,Canje La Nacion # 5.000-3,San Isidro,1,CHAMPÚ BIFERMIX x 400 ml,145,ANDROID
876954,9219,2023-01-06,69.800.000,None,San Isidro,1,BALSAM BIFERMIX x 400 ml,147,ANDROID
876954,9219,2023-01-06,69.800.000,None,San Isidro,1,MASCARA TRATAMIENTO p/ CABELLOS ALISADOS x 150 ml,455,ANDROID
876804,9211,2023-01-06,97.400.000,Canje La Nacion # 5.000-1,Caba,1,SHAMPOO 1007 GEL POTENCIALIZADO x 400 ml,36,PWA_MOBILE
876804,9211,2023-01-06,97.400.000,None,Caba,1,AMPOLLA 1044 x 20 ml,744,PWA_MOBILE
876804,9211,2023-01-06,97.400.000,None,Caba,1,CRISTALES LÍQUIDOS x 22 ml,245,PWA_MOBILE
876804,9211,2023-01-06,97.400.000,None,Caba,1,Shock De Keratina Oro y Caviar x20ml,759,PWA_MOBILE
873336,9182,2023-01-02,1.533.800.000,None,San Isidro,6,CRISTALES LÍQUIDOS x 22 ml,245,PWA_MOBILE
873062,9170,2023-01-02,189.800.000,None,La Matanza,1,CERA CAPILAR BRILLO METÁLICO x 95 ml,156,PWA_DESKTOP
872877,9164,2023-01-02,376.650.000,None,Tigre,4,AMPOLLA 1007 POTENCIALIZADO x 20 ml,737,PWA_DESKTOP
872877,9164,2023-01-02,376.650.000,None,Tigre,1,SHAMPOO 1007 GEL POTENCIALIZADO x 200 ml,35,PWA_DESKTOP
872715,9161,2023-01-02,681.800.000,None,San Juan,1,CHAMPÚ BIFERMIX x 400 ml,145,PWA_MOBILE
872715,9161,2023-01-02,681.800.000,None,San Juan,1,NUTRI - SERUM x 30 ml,827,PWA_MOBILE
872715,9161,2023-01-02,681.800.000,None,San Juan,3,AMPOLLA 055 CON ÓLEO DE SEMILLAS DE LINO x 20 ml,755,PWA_MOBILE
872478,9152,2023-01-01,703.775.000,None,Caba,1,ÓLEO DE ARGÁN x 30 ml,498,PWA_MOBILE
872478,9152,2023-01-01,703.775.000,None,Caba,1,BALSAM ACONDICIONADOR RESTAURADOR Nº1 x 295 ml,621,PWA_MOBILE
